Thu Apr 25 16:16:03 2024    output.prof

         5965240 function calls (5067064 primitive calls) in 68.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       68    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\os.py:772(getenv)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\vector\vector_env.py:51(__init__)
     1276    0.001    0.000    0.001    0.000 {built-in method builtins.max}
      252    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\optim\adam.py:568(<listcomp>)
       32    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_arguments.py:456(_rule_set_name_or_flag_and_dest)
        2    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\vector\utils\spaces.py:55(_batch_space_box)
     4096    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:2183(_sum_dispatcher)
        6    0.000    0.000    0.001    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\encoder_decoder.py:138(__init__)
     1307    0.001    0.000    0.001    0.000 {built-in method builtins.min}
     2162    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       64    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:620(_next_index)
     2499    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:165(__getitem__)
       18    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\batchnorm.py:76(reset_parameters)
      194    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\os.py:675(__getitem__)
       96    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_fields.py:70(make)
       32    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_arguments.py:346(_rule_convert_defaults_to_strings)
      109    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\arrayprint.py:64(_make_options_dict)
       44    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ntpath.py:563(abspath)
       95    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:821(get)
      388    0.001    0.000    0.001    0.000 {built-in method torch._C._log_api_usage_once}
        2    0.000    0.000    0.001    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\utils.py:124(__init__)
        3    0.000    0.000    0.001    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\utils.py:74(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\request.py:1(<module>)
       24    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\linecache.py:52(checkcache)
     14/9    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:401(__getitem__)
      134    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
       45    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tensorboard\summary\writer\event_file_writer.py:136(__init__)
      218    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\arrayprint.py:984(<genexpr>)
      120    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
      138    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_dynamo\eval_frame.py:120(backend_cache_wrapper)
        2    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\normalization.py:261(__init__)
       64    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\re.py:197(search)
        2    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\wrappers\flatten_observation.py:23(__init__)
       67    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_dynamo\eval_frame.py:592(__init__)
       64    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_fields.py:219(<lambda>)
     2116    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:2950(_prod_dispatcher)
       64    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\re.py:242(finditer)
       18    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\box.py:13(_short_repr)
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
      235    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\tensorboard\_convert_np.py:6(make_np)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:916(start)
       64    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\sampler.py:274(__iter__)
      111    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\numerictypes.py:356(issubdtype)
       18    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\box.py:324(_broadcast)
        9    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:483(Union)
      159    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
       64    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_fields.py:100(add_markers)
       48    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\shutil.py:1378(get_terminal_size)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\v2.py:1(<module>)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tensorboard\summary\writer\event_file_writer.py:115(flush)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tensorboard\summary\writer\event_file_writer.py:168(flush)
        5    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\normalization.py:172(__init__)
     1197    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:234(__next)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\queue.py:79(join)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:589(wait)
      146    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\parameter.py:34(__new__)
       90    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\utils.py:9(parse)
       36    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\box.py:30(is_float_integer)
        2    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\normalization.py:281(reset_parameters)
      580    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
      125    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(copyto)
      118    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\module.py:596(add_module)
        6    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1310(__init__)
      240    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
      315    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\_foreach_utils.py:35(<dictcomp>)
       49    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:169(__enter__)
      938    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_dynamo\skipfiles.py:308(<genexpr>)
      750    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
     2016    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\_utils\collate.py:139(<genexpr>)
     4342    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       70    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\functools.py:35(update_wrapper)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\vector\sync_vector_env.py:219(_check_spaces)
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\mujoco\__init__.py:55(_load_all_bundled_plugins)
     2050    0.001    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:3609(_var_dispatcher)
       32    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\docstring_parser\numpydoc.py:328(parse)
      323    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\module.py:2277(children)
      120    0.001    0.000    0.001    0.000 {built-in method torch.empty}
        2    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\box.py:262(__eq__)
       35    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:993(__instancecheck__)
      262    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        4    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(allclose)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_resolver.py:83(resolved_fields)
       32    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_arguments.py:269(_rule_recursive_instantiator_from_type)
        4    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\numeric.py:2199(allclose)
       43    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ntpath.py:240(basename)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\utils\passive_env_checker.py:193(env_reset_passive_checker)
       35    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:1154(__subclasscheck__)
       52    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ntpath.py:206(split)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1156(dataclass)
       20    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_arguments.py:353(as_str)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1174(wrap)
        1    0.000    0.000    0.001    0.001 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:881(_process_class)
        2    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:3251(signature)
     2049    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      378    0.001    0.000    0.001    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\causal_disentanglement.py:260(<listcomp>)
        2    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:2997(from_callable)
      146    0.001    0.000    0.001    0.000 {built-in method _make_subclass}
        6    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\collections\__init__.py:328(namedtuple)
      960    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\docstring_parser\numpydoc.py:65(title_pattern)
      109    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\arrayprint.py:1018(__call__)
      109    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\arrayprint.py:753(_extendLine_pretty)
      4/2    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:2374(_signature_from_callable)
        6    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
       25    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\activation.py:388(__init__)
      167    0.000    0.000    0.001    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ntpath.py:51(normcase)
        4    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(isclose)
      160    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:744(cleandoc)
      199    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ntpath.py:150(splitdrive)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\tokenize.py:390(open)
       80    0.000    0.000    0.000    0.000 D:\Program Files (x86)\PyCharm Community Edition 2022.1.1\plugins\python-ce\helpers\pydev\pydevd_file_utils.py:171(normcase)
       30    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\init.py:124(uniform_)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\numeric.py:2278(isclose)
       32    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_arguments.py:227(_rule_handle_defaults)
       64    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_arguments.py:383(_rich_tag_if_enabled)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\utils\seeding.py:9(np_random)
