Thu Apr 25 16:16:03 2024    output.prof

         5965240 function calls (5067064 primitive calls) in 68.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001B06BF7EC20}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\sampler.py:110(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\mujoco_rendering.py:134(OffScreenViewer)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\pkg_resources\extern\__init__.py:24(_module_matches_namespace)
       12    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:1242(__eq__)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:276(_acquire_restore)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:455(_encodeFilenameFlags)
        3    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
       22    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\collections\__init__.py:402(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:266(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\getlimits.py:668(__init__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        4    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedRandom' objects}
       35    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\attr\_compat.py:83(get_generic_base)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_argparse_formatter.py:849(_format_args)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:379(_tuple_str)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1077(flush)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\box.py:284(get_inf)
        9    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:189(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tensorboard\summary\writer\record_writer.py:42(flush)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\mujoco_rendering.py:39(BaseRender)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:90(RLock)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:749(close)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\format.py:300(_BaseReaderWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:1993(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ctypes\__init__.py:368(_FuncPtr)
        7    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       18    0.000    0.000    0.000    0.000 {method 'is_complex' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_ops.py:42(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\docstring_parser\common.py:167(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:623(errcheck)
       64    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:817(_set_qualname)
       10    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:74(create_fetcher)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:2020(consume_positionals)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\numeric.py:432(count_nonzero)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:456(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\format.py:253(dtype_to_descr)
        2    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        6    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\encodings\cp437.py:14(decode)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\contextlib.py:455(pop_all)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\legacy_plugin_wrapper.py:21(LegacyPlugin)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\typing_extensions.py:149(_check_generic)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\backends\__init__.py:39(__set__)
       12    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ctypes\__init__.py:102(CFunctionType)
      5/1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\core.py:380(render_mode)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\compat\py3k.py:52(_isfileobj)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_strings.py:146(_get_ansi_pattern)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tensorboard\summary\writer\event_file_writer.py:34(get)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:649(formatMessage)
        4    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        3    0.000    0.000    0.000    0.000 {function _ZipWriteFile.close at 0x000001B06DB3D750}
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:2172(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:210(<listcomp>)
       20    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_fields.py:456(_is_pydantic)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:82(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:916(visit_ClassDef)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\mujoco_rendering.py:281(WindowViewer)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\codecs.py:94(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\contextlib.py:452(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:663(_check_compression)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:380(__repr__)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:71(queue_seed_all)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\setuptools\extern\__init__.py:24(_module_matches_namespace)
        7    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\v2.py:109(LegacyReader)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:362(__subclasshook__)
       33    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:2690(default)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:714(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:643(usesTime)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:508(_init_param)
       16    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:2328(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\utils\passive_env_checker.py:291(_check_render_return)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:198(<dictcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:446(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:273(_release_save)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\contextlib.py:533(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\format.py:289(descr_to_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\walker2d_v4.py:16(Walker2dEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\v2.py:169(LegacyWriter)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\os.py:282(walk)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:1875(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:916(args)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\vector\utils\numpy_utils.py:119(_create_empty_array_base)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tensorboard\compat\tensorflow_stub\compat\__init__.py:61(as_text)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\reacher.py:8(ReacherEnv)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:283(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:1430(current_thread)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1817(__del__)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\pathlib.py:600(_from_parsed_parts)
        3    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isInBadFork}
        9    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\box.py:93(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:50(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\format.py:393(Reader)
        9    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:245(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\_weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\distributed\distributed_c10d.py:583(WORLD)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\weakref.py:153(__contains__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\core.py:530(__init__)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       32    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\humanoidstandup.py:8(HumanoidStandupEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1704(_writecheck)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:438(format)
       12    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\shape_base.py:1263(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\npyio.py:72(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\ma\core.py:6462(isMaskedArray)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\urllib3\packages\six.py:190(find_spec)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\util.py:230(BaseProgressIndicator)
       12    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:424(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\utils.py:54(__init__)
        1    0.000    0.000    0.000    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\utils.py:523(get_act_fn)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:717(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:2427(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:1049(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:920(kwargs)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:645(_is_classvar)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\getlimits.py:692(max)
       12    0.000    0.000    0.000    0.000 {method 'co_lines' of 'code' objects}
       15    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\sampler.py:261(__init__)
        1    0.000    0.000    0.000    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\datasets.py:98(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:1198(daemon)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:632(_is_wrapper)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\core.py:494(__init__)
       22    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\colorama\ansitowin32.py:55(closed)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._mps_is_in_bad_fork}
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:1031(__eq__)
        6    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:225(is_initialized)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tensorboard\compat\tensorflow_stub\compat\__init__.py:37(as_bytes)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:393(multiprocessing_context)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1406(namelist)
        2    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\npyio.py:618(_savez_compressed_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\format.py:202(magic)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\format.py:645(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\distributed\__init__.py:9(is_available)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\mps\__init__.py:42(manual_seed)
        9    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:613(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:2005(_signature_is_functionlike)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:388(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\tensorboard\writer.py:79(get_logdir)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\util.py:111(Array)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        7    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\_distutils_hack\__init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:629(_is_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:160(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:912(acquire)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:436(_field_assign)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:653(_is_initvar)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:324(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\format.py:243(_has_metadata)
       15    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\ant.py:8(AntEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\contextlib.py:514(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1437(getinfo)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1366(_fixupParents)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:374(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:591(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\utils\passive_env_checker.py:355(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        4    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\causal_disentanglement.py:243(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\mujoco_rendering.py:610(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:659(_is_kw_only)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\__init__.py:23(_running_with_deploy)
        3    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCompiledVersion}
